"FORM ID","DATE START","DATE END","LOCATION ID","LOCATION NAME","COUNTRY NAME","EMERGENCY / POST-EMERGENCY","NUMBER OF PERSONS PER USABLE HANDPUMP / WELL / SPRING","NUMBER OF PERSONS PER USABLE WATER TAP","AVERAGE # LITERS OF POTABLE WATER AVAILABLE PER PERSON PER DAY","% WATER QUALITY TESTS AT NON CHLORINATED WATER COLLECTION LOCATIONS WITH 0 CFU/100ML","% OF WATER QUALITY TESTS AT CHLORINATED COLLECTION LOCATIONS WITH FRC IN THE RANGE 0.2-2MG/L AND TURBIDITY <5NTU5","NUMBER OF PERSONS PER TOILET/LATRINE","NUMBER OF PERSONS PER BATH SHELTER/SHOWER","NUMBER OF PERSONS PER HYGIENE PROMOTER","REFUGEE POPULATION","REPORTING PERIOD - MONTHLY INDICATOR","AVERAGE # L/P/D OF POTABLE WATER COLLECTED AT HOUSEHOLD LEVEL","% HOUSEHOLDS WITH AT LEAST 10 LITERS/PERSON POTABLE WATER STORAGE CAPACITY","% HOUSEHOLDS COLLECTING DRINKING WATER FROM PROTECTED/TREATED SOURCES","% HOUSEHOLDS WITH HOUSEHOLD TOILET/LATRINE","% HOUSEHOLDS REPORTING DEFECATING IN A TOILET","% HOUSEHOLDS WITH ACCESS TO SOAP","% HOUSEHOLDS WITH ACCESS TO SOLID WASTE DISPOSAL FACILITY","REPORTING PERIOD - ANNUAL INDICATOR"
1261667,2016-01-01,2016-12-31,464,Boujdour,Algeria,,,,,,,,,,,,10.00,89.00,98.00,96.00,97.00,79.00,98.00,2016-11-05
1261752,2016-01-01,2016-12-31,465,Dakhla,Algeria,,,,,,,,,,,,45.00,89.00,98.00,96.00,97.00,79.00,98.00,2016-11-05
1262113,2016-01-01,2016-12-31,466,Layounne,Algeria,,,,,,,,,,,,8.00,89.00,98.00,96.00,97.00,79.00,98.00,2016-11-05
1262133,2016-01-01,2016-12-31,467,Smara,Algeria,,,,,,,,,,,,24.00,89.00,98.00,96.00,97.00,79.00,98.00,2016-11-05
1324739,2016-01-01,2016-12-31,538,"Adi Harush",Ethiopia,,,,,,,,,,,,14.60,,98.00,,89.00,97.00,86.00,2016-12-31
1325265,2016-01-01,2016-12-31,534,"Mai Aini",Ethiopia,,,,,,,,,,,,15.40,,,81.00,,,93.00,2016-12-31
1321363,2016-01-01,2016-12-31,427,Azraq,Jordan,,,,,,,,,,,,,,96.00,,99.00,100.00,,2016-01-31
1736582,2016-01-01,2016-12-31,696,Abala,Niger,,,,,,,,,,,,20.30,22.97,100.00,13.51,71.00,55.00,80.00,2016-12-07
1324691,2016-01-01,2016-12-31,419,Intékan,Niger,,,,,,,,,,,,80.58,100.00,0.97,64.00,29.00,29.00,14.00,2016-11-26
1736583,2016-01-01,2016-12-31,694,Mangaizé,Niger,,,,,,,,,,,,15.80,44.83,94.00,17.24,76.00,52.00,85.00,2016-12-07
1322994,2016-01-01,2016-12-31,697,Tabareybarey,Niger,,,,,,,,,,,,16.90,46.08,100.00,1.47,91.00,50.00,81.00,2016-12-07
1325515,2015-01-01,2015-12-31,534,"Mai Aini",Ethiopia,,,,,,,,,,,,15.19,,,89.00,,,97.00,2015-12-31
1321362,2015-01-01,2015-12-31,403,Za'atri,Jordan,,,,,,,,,,,,34.37,,51.00,,,97.00,98.00,
1321380,2015-01-01,2015-12-31,518,Dagahaley,Kenya,,,,,,,,,,,,,,99.50,69.80,87.90,,56.00,2015-03-01
1321379,2015-01-01,2015-12-31,520,Ifo,Kenya,,,,,,,,,,,,,,99.50,69.80,87.60,,56.00,2015-03-01

"Emergency status total",31
"Post-emergency status total",660
