"FORM ID","DATE START","DATE END","LOCATION ID","LOCATION NAME","COUNTRY NAME","EMERGENCY / POST-EMERGENCY","NUMBER OF PERSONS PER USABLE HANDPUMP / WELL / SPRING","NUMBER OF PERSONS PER USABLE WATER TAP","AVERAGE # LITERS OF POTABLE WATER AVAILABLE PER PERSON PER DAY","% WATER QUALITY TESTS AT NON CHLORINATED WATER COLLECTION LOCATIONS WITH 0 CFU/100ML","% OF WATER QUALITY TESTS AT CHLORINATED COLLECTION LOCATIONS WITH FRC IN THE RANGE 0.2-2MG/L AND TURBIDITY <5NTU5","NUMBER OF PERSONS PER TOILET/LATRINE","NUMBER OF PERSONS PER BATH SHELTER/SHOWER","NUMBER OF PERSONS PER HYGIENE PROMOTER","REFUGEE POPULATION","REPORTING PERIOD - MONTHLY INDICATOR","AVERAGE # L/P/D OF POTABLE WATER COLLECTED AT HOUSEHOLD LEVEL","% HOUSEHOLDS WITH AT LEAST 10 LITERS/PERSON POTABLE WATER STORAGE CAPACITY","% HOUSEHOLDS COLLECTING DRINKING WATER FROM PROTECTED/TREATED SOURCES","% HOUSEHOLDS WITH HOUSEHOLD TOILET/LATRINE","% HOUSEHOLDS REPORTING DEFECATING IN A TOILET","% HOUSEHOLDS WITH ACCESS TO SOAP","% HOUSEHOLDS WITH ACCESS TO SOLID WASTE DISPOSAL FACILITY","REPORTING PERIOD - ANNUAL INDICATOR"
1154111,2019-01-01,2019-12-31,569,Kutupalong,Bangladesh,,,,,,,,,,,,,,,,,,,
623239,2019-01-01,2019-12-31,403,Za'atri,Jordan,,,,,,,,,,,,,,,,,,,
3292561,2019-01-01,2019-12-31,365,Tongogara,Zimbabwe,,,,,,,,,,,,15.00,65.50,100.00,32.00,73.40,88.50,55.70,2019-05-01
4876132,2019-09-02,2019-09-29,538,"Adi Harush",Ethiopia,Post-emergency,,114,11,100,100,11,37,989,17805,2019-09-01,,,,,,,,
4876127,2019-09-02,2019-09-29,539,Aysaita,Ethiopia,Post-emergency,,110,20,100,100,21,45,3347,16735,2019-09-01,,,,,,,,
4876126,2019-09-02,2019-09-29,407,Barahle,Ethiopia,Post-emergency,,76,12,100,100,15,28,1011,13147,2019-09-01,,,,,,,,
4276716,2019-09-02,2019-09-29,533,Bokolmanyo,Ethiopia,Post-emergency,,139,16,,100,54,61,716,42981,2019-09-01,,,,,,,,
4276866,2019-09-02,2019-09-29,541,Buramino,Ethiopia,Post-emergency,,116,13,,100,44,73,1625,42271,2019-09-01,,,,,,,,
4276715,2019-09-02,2019-09-29,429,"Dollo Ado Transit Centre",Ethiopia,Emergency,,,11,,,45,113,,907,2019-09-01,,,,,,,,
4285819,2019-09-02,2019-09-29,527,Fugnido,Ethiopia,Post-emergency,,69,19,,100,11,37,751,40595,2019-09-01,,,,,,,,
4285818,2019-09-02,2019-09-29,497,"Fugnido 2",Ethiopia,Post-emergency,,48,20,,100,11,17,440,8807,2019-09-01,,,,,,,,
4276865,2019-09-02,2019-09-29,537,Hilaweyn,Ethiopia,Post-emergency,,148,13,,100,54,24,1671,51807,2019-09-01,,,,,,,,
4876129,2019-09-02,2019-09-29,435,Hitsats,Ethiopia,Post-emergency,6787,113,10,100,100,11,11,678,13574,2019-09-01,,,,,,,,
4285804,2019-09-02,2019-09-29,494,Jewi,Ethiopia,Post-emergency,,119,16,,100,10,26,907,54445,2019-09-01,,,,,,,,
4276864,2019-09-02,2019-09-29,536,Kobe,Ethiopia,Post-emergency,,163,19,,0,21,28,804,48275,2019-09-01,,,,,,,,
4285803,2019-09-02,2019-09-29,450,Kule,Ethiopia,Post-emergency,,132,13,,100,12,26,541,42774,2019-09-01,,,,,,,,
4876131,2019-09-02,2019-09-29,534,"Mai Aini",Ethiopia,Post-emergency,,89,14,100,100,8,22,892,14275,2019-09-01,,,,,,,,
4276863,2019-09-02,2019-09-29,535,Melkadida,Ethiopia,Post-emergency,,122,22,,100,17,28,579,34784,2019-09-01,,,,,,,,
4285842,2019-09-02,2019-09-29,4015,Ngueyyiel,Ethiopia,Post-emergency,,136,10,,100,15,16,576,81872,2019-09-01,,,,,,,,
4598214,2019-09-02,2019-09-29,544,Okugo,Ethiopia,Post-emergency,,86,21,,100,17,,475,10465,2019-09-01,,,,,,,,
4876130,2019-09-02,2019-09-29,529,Shimelba,Ethiopia,Post-emergency,,90,15,100,100,6,19,439,7026,2019-09-01,,,,,,,,
4285820,2019-09-02,2019-09-29,546,Tierkidi,Ethiopia,Post-emergency,,195,9,,100,16,255,1105,60785,2019-09-01,,,,,,,,
3462066,2019-09-02,2019-09-29,403,Za'atri,Jordan,Post-emergency,,4,58,100,100,3,5,2600,78000,2019-09-01,,,,,,,,
4277613,2019-09-02,2019-09-29,313,Dzaleka,Malawi,Post-emergency,1028,72,6,,,8,14,152,43414,2019-09-01,,,,,,,,
4484622,2019-09-02,2019-09-29,644,Osire,Namibia,Post-emergency,7736,,23,100,,11,,,4470,2019-09-01,,,,,,,,
4869383,2019-09-02,2019-09-29,549,Imvepi,Uganda,Post-emergency,300,154,24,64,50,4,4,581,61017,2019-09-01,,,,,,,,
4869384,2019-09-02,2019-09-29,548,"Rhino Camp",Uganda,Post-emergency,229,278,25,,,7,17,777,111221,2019-09-01,,,,,,,,
4188853,2019-09-02,2019-09-29,559,Rwamwanja,Uganda,Post-emergency,900,985,12,99,8,6,226,381,69372,2019-09-01,,,,,,,,
4822667,2019-09-02,2019-09-29,4067,Mantapala,Zambia,Post-emergency,249,125,22,100,50,6,5,297,14855,2019-09-01,,,,,,,,
3523339,2019-07-29,2019-09-01,463,Auserd,Algeria,Post-emergency,,61,7,100,100,5,4,642,18638,2019-08-01,,,,,,,,
3523312,2019-07-29,2019-09-01,464,Boujdour,Algeria,Post-emergency,,,21,100,100,5,4,331,9601,2019-08-01,,,,,,,,
3523468,2019-07-29,2019-09-01,465,Dakhla,Algeria,Post-emergency,,49,42,,100,5,4,374,10870,2019-08-01,,,,,,,,
3523460,2019-07-29,2019-09-01,466,Layounne,Algeria,Post-emergency,,,13,,100,5,5,1275,25503,2019-08-01,,,,,,,,
3430911,2019-07-29,2019-09-01,467,Smara,Algeria,Post-emergency,,98,19,,100,5,5,1493,25389,2019-08-01,,,,,,,,
3155172,2019-07-29,2019-09-01,209,"Lunda Norte",Angola,Post-emergency,,91,12,,,5,,922,20287,2019-08-01,,,,,,,,
3428597,2019-07-29,2019-09-01,625,Minawao,Cameroon,Post-emergency,500,1094,14,45,5,26,27,724,59401,2019-08-01,,,,,,,,
3303528,2019-07-29,2019-09-01,572,Amboko,Chad,Post-emergency,484,,25,83,83,6,6,1855,11134,2019-08-01,,,,,,,,
3303529,2019-07-29,2019-09-01,573,Amnabak,Chad,Post-emergency,,310,12,100,100,12,12,4585,22929,2019-08-01,,,,,,,,
3308430,2019-07-29,2019-09-01,4284,Beakoro,Chad,Post-emergency,1100,,10,,,18,18,99,199,2019-08-01,,,,,,,,
3308428,2019-07-29,2019-09-01,4282,Bekan,Chad,Post-emergency,1125,,10,,,41,46,675,3376,2019-08-01,,,,,,,,
3304286,2019-07-29,2019-09-01,4277,Bekourou,Chad,Post-emergency,722,,16,,,24,26,288,1444,2019-08-01,,,,,,,,
3303545,2019-07-29,2019-09-01,600,Belom,Chad,Post-emergency,539,,29,100,100,7,6,4631,23157,2019-08-01,,,,,,,,
3303530,2019-07-29,2019-09-01,574,Bredjing,Chad,Post-emergency,,269,14,100,100,11,10,4843,48439,2019-08-01,,,,,,,,
3303527,2019-07-29,2019-09-01,484,"Dar Es Salam",Chad,Post-emergency,410,,30,100,100,21,20,2457,12287,2019-08-01,,,,,,,,
3304284,2019-07-29,2019-09-01,4275,Dembo,Chad,Post-emergency,791,,15,,,33,33,632,3163,2019-08-01,,,,,,,,
3308426,2019-07-29,2019-09-01,4280,Diba,Chad,Post-emergency,934,,12,,,12,12,747,3735,2019-08-01,,,,,,,,
3308425,2019-07-29,2019-09-01,4279,Dilingala,Chad,Post-emergency,770,,15,,,35,39,462,2311,2019-08-01,,,,,,,,
3303531,2019-07-29,2019-09-01,575,Djabal,Chad,Post-emergency,,111,20,83,83,10,9,4681,23407,2019-08-01,,,,,,,,
3303526,2019-07-29,2019-09-01,483,Doholo,Chad,Post-emergency,620,,28,82,82,6,5,1364,6822,2019-08-01,,,,,,,,
3303532,2019-07-29,2019-09-01,576,Dosseye,Chad,Post-emergency,407,,30,88,88,6,5,3252,16262,2019-08-01,,,,,,,,
3303533,2019-07-29,2019-09-01,577,Farchana,Chad,Post-emergency,,386,13,100,100,8,7,4298,30088,2019-08-01,,,,,,,,
3303535,2019-07-29,2019-09-01,578,Gaga,Chad,Post-emergency,,624,14,100,100,8,7,4367,26206,2019-08-01,,,,,,,,
3304287,2019-07-29,2019-09-01,4278,Gon,Chad,Post-emergency,938,,12,,,59,72,375,1875,2019-08-01,,,,,,,,
3303536,2019-07-29,2019-09-01,579,Gondje,Chad,Post-emergency,368,,33,100,100,7,7,1839,9199,2019-08-01,,,,,,,,
3303537,2019-07-29,2019-09-01,580,"Goz Amer",Chad,Post-emergency,677,,18,85,85,9,8,5977,35866,2019-08-01,,,,,,,,
3303538,2019-07-29,2019-09-01,581,Iridimi,Chad,Post-emergency,,149,14,100,100,11,11,4100,20503,2019-08-01,,,,,,,,
3303524,2019-07-29,2019-09-01,482,Kerfi,Chad,Post-emergency,267,,40,100,100,5,5,445,1335,2019-08-01,,,,,,,,
3303539,2019-07-29,2019-09-01,582,Kounoungou,Chad,Post-emergency,,221,15,100,100,12,11,3894,19473,2019-08-01,,,,,,,,
3303540,2019-07-29,2019-09-01,583,Mile,Chad,Post-emergency,,157,14,100,100,14,14,4153,20768,2019-08-01,,,,,,,,
3303544,2019-07-29,2019-09-01,599,Moyo,Chad,Post-emergency,337,,42,100,100,6,5,1685,8428,2019-08-01,,,,,,,,
3303541,2019-07-29,2019-09-01,584,"Oure Cassoni",Chad,Post-emergency,,203,18,100,100,8,8,6089,30449,2019-08-01,,,,,,,,
3304285,2019-07-29,2019-09-01,4276,Silambi,Chad,Post-emergency,,,0,,,13,13,,902,2019-08-01,,,,,,,,
3303542,2019-07-29,2019-09-01,585,Touloum,Chad,Post-emergency,,164,15,100,100,13,13,5103,25515,2019-08-01,,,,,,,,
3303543,2019-07-29,2019-09-01,586,Treguine,Chad,Post-emergency,946,,13,89,89,7,7,4256,25539,2019-08-01,,,,,,,,
3308427,2019-07-29,2019-09-01,4281,Vom,Chad,Post-emergency,629,,19,,,8,8,251,1257,2019-08-01,,,,,,,,
4052532,2019-07-29,2019-09-01,4285,Maicao,Colombia,Emergency,,,17,,,12,14,,350,2019-08-01,,,,,,,,
4187047,2019-07-29,2019-09-01,486,Bili,"Democratic Republic of the Congo",Post-emergency,4771,,8,,,10,16,2385,9542,2019-08-01,,,,,,,,
4594461,2019-07-29,2019-09-01,660,Boyabo,"Democratic Republic of the Congo",Post-emergency,594,,20,100,,29,35,4308,17234,2019-08-01,,,,,,,,
4187162,2019-07-29,2019-09-01,660,Boyabo,"Democratic Republic of the Congo",Post-emergency,603,,19,100,,30,36,4375,17500,2019-08-01,,,,,,,,
4594462,2019-07-29,2019-09-01,657,Inke,"Democratic Republic of the Congo",Post-emergency,698,,17,,,27,44,4535,18143,2019-08-01,,,,,,,,
4186940,2019-07-29,2019-09-01,657,Inke,"Democratic Republic of the Congo",Post-emergency,693,,17,,,27,43,4507,18029,2019-08-01,,,,,,,,
4188912,2019-07-29,2019-09-01,658,Mole,"Democratic Republic of the Congo",Post-emergency,4952,990,14,100,100,23,34,3714,14857,2019-08-01,,,,,,,,
4594463,2019-07-29,2019-09-01,658,Mole,"Democratic Republic of the Congo",Post-emergency,4984,,14,100,100,23,34,3737,14951,2019-08-01,,,,,,,,
3794417,2019-07-29,2019-09-01,538,"Adi Harush",Ethiopia,Post-emergency,,80,15,100,100,10,31,1175,15279,2019-08-01,,,,,,,,
3428945,2019-07-29,2019-09-01,539,Aysaita,Ethiopia,Post-emergency,,158,16,,100,28,71,4278,21392,2019-08-01,,,,,,,,
4794804,2019-07-29,2019-09-01,543,Bambasi,Ethiopia,Post-emergency,,50,14,100,100,5,6,1136,17041,2019-08-01,,,,,,,,
3428941,2019-07-29,2019-09-01,407,Barahle,Ethiopia,Post-emergency,,110,12,,100,23,41,1472,19143,2019-08-01,,,,,,,,
3375189,2019-07-29,2019-09-01,533,Bokolmanyo,Ethiopia,Post-emergency,,130,16,,100,39,43,716,42981,2019-08-01,,,,,,,,
3375193,2019-07-29,2019-09-01,541,Buramino,Ethiopia,Post-emergency,,116,15,,100,43,73,1625,42271,2019-08-01,,,,,,,,
3375188,2019-07-29,2019-09-01,429,"Dollo Ado Transit Centre",Ethiopia,Emergency,,91,18,,100,27,68,548,548,2019-08-01,,,,,,,,
3301329,2019-07-29,2019-09-01,527,Fugnido,Ethiopia,Post-emergency,,69,20,,100,11,37,748,40418,2019-08-01,,,,,,,,
3301325,2019-07-29,2019-09-01,497,"Fugnido 2",Ethiopia,Post-emergency,,47,20,,100,11,17,435,8715,2019-08-01,,,,,,,,
4795466,2019-07-29,2019-09-01,3973,Gure-Shembola,Ethiopia,Post-emergency,,114,14,100,100,14,21,840,8400,2019-08-01,,,,,,,,
3375192,2019-07-29,2019-09-01,537,Hilaweyn,Ethiopia,Post-emergency,,148,17,,100,50,24,1671,51807,2019-08-01,,,,,,,,
3791351,2019-07-29,2019-09-01,435,Hitsats,Ethiopia,Post-emergency,6794,98,12,100,100,11,11,679,13588,2019-08-01,,,,,,,,
3301328,2019-07-29,2019-09-01,494,Jewi,Ethiopia,Post-emergency,,118,17,,100,9,26,899,53982,2019-08-01,,,,,,,,
3272122,2019-07-29,2019-09-01,530,Kebribeyah,Ethiopia,Post-emergency,,67,14,,,15,,,14532,2019-08-01,,,,,,,,
3375191,2019-07-29,2019-09-01,536,Kobe,Ethiopia,Post-emergency,,163,20,,100,20,28,804,48275,2019-08-01,,,,,,,,
3301327,2019-07-29,2019-09-01,450,Kule,Ethiopia,Post-emergency,,132,16,,100,12,85,541,42785,2019-08-01,,,,,,,,
3792660,2019-07-29,2019-09-01,534,"Mai Aini",Ethiopia,Post-emergency,,98,12,100,100,9,25,874,15742,2019-08-01,,,,,,,,
3375190,2019-07-29,2019-09-01,535,Melkadida,Ethiopia,Post-emergency,,141,21,,100,18,28,579,34784,2019-08-01,,,,,,,,
3294072,2019-07-29,2019-09-01,4015,Ngueyyiel,Ethiopia,Post-emergency,,135,12,,100,15,16,574,81576,2019-08-01,,,,,,,,
3301331,2019-07-29,2019-09-01,544,Okugo,Ethiopia,Post-emergency,,83,21,,100,16,,461,10159,2019-08-01,,,,,,,,
4794796,2019-07-29,2019-09-01,525,Sherkole,Ethiopia,Post-emergency,,84,23,100,100,6,7,505,10109,2019-08-01,,,,,,,,
3792659,2019-07-29,2019-09-01,529,Shimelba,Ethiopia,Post-emergency,,95,20,100,100,7,20,463,7421,2019-08-01,,,,,,,,
3301333,2019-07-29,2019-09-01,546,Tierkidi,Ethiopia,Post-emergency,,189,12,,100,15,248,1074,59113,2019-08-01,,,,,,,,
4795185,2019-07-29,2019-09-01,540,Tongo,Ethiopia,Post-emergency,,161,19,100,100,7,4,503,10074,2019-08-01,,,,,,,,
4795326,2019-07-29,2019-09-01,496,"Tsore Camp (Assosa)",Ethiopia,Post-emergency,,91,21,100,100,6,6,609,12186,2019-08-01,,,,,,,,
3944021,2019-07-29,2019-09-01,445,Arbat,Iraq,Post-emergency,,4,128,100,100,4,4,1817,9088,2019-08-01,,,,,,,,
3428217,2019-07-29,2019-09-01,446,Basirma,Iraq,Post-emergency,,5,127,100,100,5,4,858,2575,2019-08-01,,,,,,,,
3545829,2019-07-29,2019-09-01,442,Kawergosk,Iraq,Post-emergency,,4,97,100,100,4,4,946,7575,2019-08-01,,,,,,,,
3632555,2019-07-29,2019-09-01,444,Qushtapa,Iraq,Post-emergency,,5,94,100,100,4,4,896,8071,2019-08-01,,,,,,,,
3483827,2019-07-29,2019-09-01,427,Azraq,Jordan,Post-emergency,,119,62,,100,11,82,,35728,2019-08-01,,,,,,,,
4387628,2019-07-29,2019-09-01,517,Kakuma,Kenya,Post-emergency,,106,19,,81,17,,3719,189692,2019-08-01,,,,,,,,
4277602,2019-07-29,2019-09-01,313,Dzaleka,Malawi,Post-emergency,999,70,6,,,8,13,147,42161,2019-08-01,,,,,,,,
3266305,2019-07-29,2019-09-01,4306,"15 Avril","Republic of Congo",Post-emergency,200,,14,80,100,52,181,1334,4002,2019-08-01,,,,,,,,
3342469,2019-07-29,2019-09-01,686,"Ajoung Thok","South Sudan",Post-emergency,500,70,22,,81,7,,315,39154,2019-08-01,,,,,,,,
3342470,2019-07-29,2019-09-01,3886,Pamir,"South Sudan",Post-emergency,500,84,16,,79,10,,498,33865,2019-08-01,,,,,,,,
4053151,2019-07-29,2019-09-01,678,"Yusuf Batil","South Sudan",Post-emergency,250,89,26,,100,13,,498,45906,2019-08-01,,,,,,,,
3832502,2019-07-29,2019-09-01,334,Mukjar,Sudan,Post-emergency,,,,,,,,,,2019-08-01,,,,,,,,
3935523,2019-07-29,2019-09-01,552,Adjumani,Uganda,Post-emergency,0,,15,95,79,8,,1162,204557,2019-08-01,,,,,,,,
3523333,2019-07-29,2019-09-01,549,Imvepi,Uganda,Post-emergency,300,154,5,100,70,4,4,535,61017,2019-08-01,,,,,,,,
3300727,2019-07-29,2019-09-01,554,"Kyaka II",Uganda,Emergency,,,8,,,8,15,,103000,2019-08-01,,,,,,,,
3300755,2019-07-29,2019-09-01,558,Nakivale,Uganda,Post-emergency,876,564,18,,,5,17,341,86293,2019-08-01,,,,,,,,
3073452,2019-07-29,2019-09-01,454,"Nyumanzi Reception Centre",Uganda,Post-emergency,,,,,,,,,,2019-08-01,,,,,,,,
3300791,2019-07-29,2019-09-01,555,Oruchinga,Uganda,Post-emergency,472,617,22,82,100,10,12,891,8027,2019-08-01,,,,,,,,
3712618,2019-07-29,2019-09-01,548,"Rhino Camp",Uganda,Post-emergency,242,273,26,,88,7,16,817,110345,2019-08-01,,,,,,,,
3454820,2019-07-29,2019-09-01,4067,Mantapala,Zambia,Post-emergency,249,125,22,,,6,5,299,14950,2019-08-01,,,,,,,,
3523338,2019-07-01,2019-07-28,463,Auserd,Algeria,Post-emergency,,61,16,100,100,5,4,642,18638,2019-07-01,,,,,,,,
3523311,2019-07-01,2019-07-28,464,Boujdour,Algeria,Post-emergency,,,23,100,100,5,4,331,9601,2019-07-01,,,,,,,,
3523467,2019-07-01,2019-07-28,465,Dakhla,Algeria,Post-emergency,,49,35,,,5,4,374,10870,2019-07-01,,,,,,,,
3523459,2019-07-01,2019-07-28,466,Layounne,Algeria,Post-emergency,,,13,83,100,5,5,1275,25503,2019-07-01,,,,,,,,
3430910,2019-07-01,2019-07-28,467,Smara,Algeria,Post-emergency,,98,20,100,100,5,5,1493,25389,2019-07-01,,,,,,,,
2967854,2019-07-01,2019-07-28,569,Kutupalong,Bangladesh,Post-emergency,,,,,,,,,,2019-07-01,,,,,,,,
3069291,2019-07-01,2019-07-28,570,NayaparaRC,Bangladesh,Post-emergency,13,1,27,90,35,33,65,1625,26000,2019-07-01,,,,,,,,
3149816,2019-07-01,2019-07-28,610,Bwagiriza,Burundi,Post-emergency,,103,20,,,6,5,,9875,2019-07-01,,,,,,,,
3149818,2019-07-01,2019-07-28,607,Gasorgwe,Burundi,Post-emergency,,376,20,,,15,29,,7912,2019-07-01,,,,,,,,
3149817,2019-07-01,2019-07-28,611,Kavumu,Burundi,Post-emergency,,124,9,,,14,6,,18023,2019-07-01,,,,,,,,
3149820,2019-07-01,2019-07-28,609,Musasa,Burundi,Post-emergency,,98,14,,,36,48,,8487,2019-07-01,,,,,,,,
3260979,2019-07-01,2019-07-28,625,Minawao,Cameroon,Post-emergency,,,,,,,,,,2019-07-01,,,,,,,,
3260977,2019-07-01,2019-07-28,625,Minawao,Cameroon,Post-emergency,3,1,5,,94,25,27,714,58629,2019-07-01,,,,,,,,
3260974,2019-07-01,2019-07-28,625,Minawao,Cameroon,Post-emergency,3,1,14,,100,26,27,721,59124,2019-07-01,,,,,,,,
4052529,2019-07-01,2019-07-28,4285,Maicao,Colombia,Emergency,,,17,,,13,14,,350,2019-07-01,,,,,,,,
4188911,2019-07-01,2019-07-28,658,Mole,"Democratic Republic of the Congo",Post-emergency,2476,531,19,100,100,23,34,3714,14857,2019-07-01,,,,,,,,
3109413,2019-07-01,2019-07-28,538,"Adi Harush",Ethiopia,Post-emergency,,97,10,100,100,10,31,848,15279,2019-07-01,,,,,,,,
3109422,2019-07-01,2019-07-28,539,Aysaita,Ethiopia,Post-emergency,,145,17,100,100,26,59,3921,19605,2019-07-01,,,,,,,,
4790495,2019-07-01,2019-07-28,543,Bambasi,Ethiopia,Post-emergency,,50,18,100,100,5,7,1136,17041,2019-07-01,,,,,,,,
3109420,2019-07-01,2019-07-28,407,Barahle,Ethiopia,Post-emergency,,101,11,100,100,20,37,1332,17323,2019-07-01,,,,,,,,
3116828,2019-07-01,2019-07-28,533,Bokolmanyo,Ethiopia,Post-emergency,,130,15,,100,39,43,716,42981,2019-07-01,,,,,,,,
3116907,2019-07-01,2019-07-28,541,Buramino,Ethiopia,Post-emergency,,116,15,,100,43,73,1625,42271,2019-07-01,,,,,,,,
3116827,2019-07-01,2019-07-28,429,"Dollo Ado Transit Centre",Ethiopia,Emergency,,,6,,,83,208,,1665,2019-07-01,,,,,,,,
3068148,2019-07-01,2019-07-28,527,Fugnido,Ethiopia,Post-emergency,,67,19,,100,11,36,738,39876,2019-07-01,,,,,,,,
3068146,2019-07-01,2019-07-28,497,"Fugnido 2",Ethiopia,Post-emergency,,47,19,,100,11,17,435,8715,2019-07-01,,,,,,,,
4794795,2019-07-01,2019-07-28,3973,Gure-Shembola,Ethiopia,Post-emergency,,88,23,100,100,10,14,563,5630,2019-07-01,,,,,,,,
3116906,2019-07-01,2019-07-28,537,Hilaweyn,Ethiopia,Post-emergency,,148,17,,100,50,24,1671,51807,2019-07-01,,,,,,,,
3109419,2019-07-01,2019-07-28,435,Hitsats,Ethiopia,Post-emergency,,107,12,100,100,11,11,679,13588,2019-07-01,,,,,,,,
3068143,2019-07-01,2019-07-28,494,Jewi,Ethiopia,Post-emergency,,117,17,,100,9,26,892,53538,2019-07-01,,,,,,,,
3116905,2019-07-01,2019-07-28,536,Kobe,Ethiopia,Post-emergency,,163,20,,100,20,28,804,48275,2019-07-01,,,,,,,,
3068142,2019-07-01,2019-07-28,450,Kule,Ethiopia,Post-emergency,,131,15,,100,12,26,539,42587,2019-07-01,,,,,,,,
3109417,2019-07-01,2019-07-28,534,"Mai Aini",Ethiopia,Post-emergency,,97,11,100,100,9,0,,15742,2019-07-01,,,,,,,,
3116904,2019-07-01,2019-07-28,535,Melkadida,Ethiopia,Post-emergency,,141,20,,100,18,28,579,34784,2019-07-01,,,,,,,,
3067812,2019-07-01,2019-07-28,4015,Ngueyyiel,Ethiopia,Post-emergency,,135,11,,100,15,16,479,81091,2019-07-01,,,,,,,,
3068139,2019-07-01,2019-07-28,544,Okugo,Ethiopia,Post-emergency,,81,21,,100,16,,451,9929,2019-07-01,,,,,,,,
4186936,2019-07-01,2019-07-28,525,Sherkole,Ethiopia,Post-emergency,,80,18,100,100,7,7,505,10109,2019-07-01,,,,,,,,
3109418,2019-07-01,2019-07-28,529,Shimelba,Ethiopia,Post-emergency,,95,24,100,100,7,20,463,7421,2019-07-01,,,,,,,,
3068152,2019-07-01,2019-07-28,546,Tierkidi,Ethiopia,Post-emergency,,186,14,,100,15,244,1058,58242,2019-07-01,,,,,,,,
4789840,2019-07-01,2019-07-28,540,Tongo,Ethiopia,Post-emergency,,161,18,100,100,8,4,503,10074,2019-07-01,,,,,,,,
4794794,2019-07-01,2019-07-28,496,"Tsore Camp (Assosa)",Ethiopia,Post-emergency,,87,20,100,100,6,6,609,12186,2019-07-01,,,,,,,,
3260911,2019-07-01,2019-07-28,446,Basirma,Iraq,Post-emergency,,,122,100,100,5,4,878,2635,2019-07-01,,,,,,,,
3192688,2019-07-01,2019-07-28,442,Kawergosk,Iraq,Post-emergency,,,124,100,100,4,4,947,7582,2019-07-01,,,,,,,,
3257444,2019-07-01,2019-07-28,444,Qushtapa,Iraq,Post-emergency,,4,109,100,100,4,4,1001,8013,2019-07-01,,,,,,,,
3071836,2019-07-01,2019-07-28,518,Dagahaley,Kenya,Post-emergency,,91,27,69,99,7,,1894,75764,2019-07-01,,,,,,,,
3073906,2019-07-01,2019-07-28,519,Hagadera,Kenya,Post-emergency,,95,22,66,100,5,,1987,79511,2019-07-01,,,,,,,,
3073908,2019-07-01,2019-07-28,520,Ifo,Kenya,Post-emergency,,62,32,66,98,7,,1792,71695,2019-07-01,,,,,,,,
4387627,2019-07-01,2019-07-28,517,Kakuma,Kenya,Post-emergency,,105,19,,84,16,,4665,186622,2019-07-01,,,,,,,,
3117196,2019-07-01,2019-07-28,313,Dzaleka,Malawi,Post-emergency,925,69,7,,0,7,13,135,41110,2019-07-01,,,,,,,,
2362411,2019-07-01,2019-07-28,699,Beldangi,Nepal,Post-emergency,186,20,32,,,,,,5806,2019-07-01,,,,,,,,
3349978,2019-07-01,2019-07-28,4251,Adagom,Nigeria,Post-emergency,,,0,,,72,,,9233,2019-07-01,,,,,,,,
2949990,2019-07-01,2019-07-28,723,Malgagai,Pakistan,Post-emergency,8196,,0,,,10,,,8188,2019-07-01,,,,,,,,
3040419,2019-07-01,2019-07-28,4306,"15 Avril","Republic of Congo",Post-emergency,202,,0,,100,49,,1921,3843,2019-07-01,,,,,,,,
3095057,2019-07-01,2019-07-28,626,Gihembe,Rwanda,Post-emergency,,56,18,,100,19,130,90,12569,2019-07-01,,,,,,,,
3094850,2019-07-01,2019-07-28,629,Kigeme,Rwanda,Post-emergency,,185,12,,,39,128,945,20793,2019-07-01,,,,,,,,
3094841,2019-07-01,2019-07-28,627,Kiziba,Rwanda,Post-emergency,,50,20,100,0,43,173,76,17008,2019-07-01,,,,,,,,
3095051,2019-07-01,2019-07-28,631,Mahama,Rwanda,Post-emergency,,77,19,100,100,17,17,509,61191,2019-07-01,,,,,,,,
3094960,2019-07-01,2019-07-28,630,Mugombwa,Rwanda,Post-emergency,,86,20,,100,24,38,872,10474,2019-07-01,,,,,,,,
3094845,2019-07-01,2019-07-28,628,Nyabiheke,Rwanda,Post-emergency,,96,16,,92,20,125,113,14303,2019-07-01,,,,,,,,
3272103,2019-07-01,2019-07-28,686,"Ajoung Thok","South Sudan",Post-emergency,15,1,24,,89,7,,321,38862,2019-07-01,,,,,,,,
3272102,2019-07-01,2019-07-28,3886,Pamir,"South Sudan",Post-emergency,13,1,17,,80,11,,494,33633,2019-07-01,,,,,,,,
3081875,2019-07-01,2019-07-28,549,Imvepi,Uganda,Post-emergency,5,1,20,50,68,4,4,515,59789,2019-07-01,,,,,,,,
3300728,2019-07-01,2019-07-28,554,"Kyaka II",Uganda,Emergency,,,8,,,8,14,,95185,2019-07-01,,,,,,,,
3040779,2019-07-01,2019-07-28,558,Nakivale,Uganda,Post-emergency,3303,,18,,,6,11,9911,89207,2019-07-01,,,,,,,,
3040925,2019-07-01,2019-07-28,555,Oruchinga,Uganda,Post-emergency,427,559,24,94,100,9,11,2424,7272,2019-07-01,,,,,,,,
3292461,2019-07-01,2019-07-28,551,Palorinya,Uganda,Post-emergency,1,2,18,100,,8,,666,120638,2019-07-01,,,,,,,,
3082798,2019-07-01,2019-07-28,548,"Rhino Camp",Uganda,Post-emergency,5,1,20,60,10,8,17,805,109556,2019-07-01,,,,,,,,
4188856,2019-07-01,2019-07-28,559,Rwamwanja,Uganda,Post-emergency,889,985,12,99,8,6,8,381,69372,2019-07-01,,,,,,,,
